timestamp,equipment_id,vibration_rms,temperature_c,pressure_bar,failure
2024-01-04 17:00:00,EQT-011,3.514,58.22,2.578,0
2024-01-04 18:00:00,EQT-041,3.731,54.28,3.154,0
2024-01-04 19:00:00,EQT-019,2.701,77.94,3.11,1
2024-01-04 20:00:00,EQT-027,2.715,79.08,3.845,1
2024-01-04 21:00:00,EQT-001,2.532,63.33,3.157,0
2024-01-04 22:00:00,EQT-044,4.3,74.07,1.603,1
2024-01-04 23:00:00,EQT-002,4.043,64.55,3.5,1
2024-01-05 00:00:00,EQT-023,5.154,55.39,2.916,0
2024-01-05 01:00:00,EQT-030,4.586,73.27,2.72,1
2024-01-05 02:00:00,EQT-041,2.811,76.86,2.716,1
2024-01-05 03:00:00,EQT-029,3.508,67.79,3.37,0
2024-01-05 04:00:00,EQT-051,3.346,50.7,3.519,0
2024-01-05 05:00:00,EQT-008,2.783,59.37,2.648,0
2024-01-05 06:00:00,EQT-016,3.459,78.77,2.481,1
2024-01-05 07:00:00,EQT-016,2.161,70.8,3.429,0
2024-01-05 08:00:00,EQT-023,2.22,61.18,2.356,0
2024-01-05 09:00:00,EQT-001,4.474,68.67,3.463,0
2024-01-05 10:00:00,EQT-026,3.887,64.82,3.002,0
2024-01-05 11:00:00,EQT-023,2.814,57.86,3.06,0
2024-01-05 12:00:00,EQT-036,4.397,67.77,2.3,0
2024-01-05 13:00:00,EQT-035,4.86,69.12,3.888,0
2024-01-05 14:00:00,EQT-017,5.329,65.75,3.728,0
2024-01-05 15:00:00,EQT-026,3.591,73.5,2.16,1
2024-01-05 16:00:00,EQT-031,4.01,61.79,3.096,0
2024-01-05 17:00:00,EQT-051,3.854,67.37,3.308,0
2024-01-05 18:00:00,EQT-005,3.107,66.34,2.665,0
2024-01-05 19:00:00,EQT-037,4.941,53.83,2.983,0
2024-01-05 20:00:00,EQT-005,4.335,60.47,4.129,0
2024-01-05 21:00:00,EQT-016,3.034,63.42,3.429,0
2024-01-05 22:00:00,EQT-027,3.888,72.43,2.665,0
2024-01-05 23:00:00,EQT-049,5.05,60.84,2.41,0
2024-01-06 00:00:00,EQT-021,3.571,73.79,3.881,1
2024-01-06 01:00:00,EQT-030,3.306,71.75,3.638,1
2024-01-06 02:00:00,EQT-035,6.332,72.4,3.377,1
2024-01-06 03:00:00,EQT-046,3.068,56.59,4.113,0
2024-01-06 04:00:00,EQT-024,3.422,66.22,2.489,0
2024-01-06 05:00:00,EQT-034,5.293,62.52,2.669,0
2024-01-06 06:00:00,EQT-051,3.744,59.57,2.885,0
2024-01-06 07:00:00,EQT-027,3.716,82.11,2.209,0
2024-01-06 08:00:00,EQT-057,2.777,63.63,2.888,0
2024-01-06 09:00:00,EQT-024,4.146,72.92,2.616,0
2024-01-06 10:00:00,EQT-026,4.506,62.82,3.689,0
2024-01-06 11:00:00,EQT-002,5.117,67.77,3.337,0
2024-01-06 12:00:00,EQT-032,5.393,73.35,3.452,0
2024-01-06 13:00:00,EQT-029,4.665,64.54,3.49,0
2024-01-06 14:00:00,EQT-025,3.448,68.33,2.799,1
2024-01-06 15:00:00,EQT-038,2.586,70.17,3.02,0
2024-01-06 16:00:00,EQT-033,5.523,68.73,3.681,1
2024-01-06 17:00:00,EQT-057,3.355,60.19,4.047,0
2024-01-06 18:00:00,EQT-025,5.427,60.69,2.947,0
2024-01-06 19:00:00,EQT-027,5.033,57.24,3.694,0
2024-01-06 20:00:00,EQT-049,3.976,63.28,2.603,0
2024-01-06 21:00:00,EQT-030,5.633,61.33,3.159,0
2024-01-06 22:00:00,EQT-016,3.726,66.53,3.361,0
2024-01-06 23:00:00,EQT-032,4.999,61.31,2.993,0
2024-01-07 00:00:00,EQT-031,3.415,48.79,2.831,0
2024-01-07 01:00:00,EQT-025,3.552,65.8,2.628,0
2024-01-07 02:00:00,EQT-032,3.98,56.82,3.101,0
2024-01-07 03:00:00,EQT-035,6.292,58.19,2.7,0
2024-01-07 04:00:00,EQT-059,4.129,68.47,2.698,0
2024-01-07 05:00:00,EQT-005,3.402,51.04,3.208,0
2024-01-07 06:00:00,EQT-055,2.649,63.5,2.207,0
2024-01-07 07:00:00,EQT-030,3.602,62.14,3.919,0
2024-01-07 08:00:00,EQT-023,2.333,75.38,2.991,0
2024-01-07 09:00:00,EQT-037,1.598,58.46,3.201,0
2024-01-07 10:00:00,EQT-007,3.357,65.4,3.559,0
2024-01-07 11:00:00,EQT-045,5.581,65.01,3.159,0
2024-01-07 12:00:00,EQT-006,4.752,62.16,3.537,1
2024-01-07 13:00:00,EQT-026,5.515,65.82,2.851,0
2024-01-07 14:00:00,EQT-013,3.202,62.73,2.459,0
2024-01-07 15:00:00,EQT-019,3.248,72.68,3.446,1
2024-01-07 16:00:00,EQT-029,1.992,61.78,2.462,0
2024-01-07 17:00:00,EQT-001,4.684,66.36,2.202,0
2024-01-07 18:00:00,EQT-054,3.715,75.13,3.452,1
2024-01-07 19:00:00,EQT-046,3.471,63.08,3.434,0
2024-01-07 20:00:00,EQT-058,4.941,66.45,3.483,0
2024-01-07 21:00:00,EQT-005,2.634,69.08,3.467,0
2024-01-07 22:00:00,EQT-011,5.209,70.17,3.563,1
2024-01-07 23:00:00,EQT-030,2.423,52.67,2.61,0
2024-01-08 00:00:00,EQT-052,2.466,60.94,2.999,0
2024-01-08 01:00:00,EQT-019,5.436,62.71,3.955,1
2024-01-08 02:00:00,EQT-018,4.207,76.22,3.428,1
2024-01-08 03:00:00,EQT-051,3.986,76.68,4.136,1
2024-01-08 04:00:00,EQT-001,2.128,69.71,3.801,0
2024-01-08 05:00:00,EQT-058,4.81,38.57,3.505,0
2024-01-08 06:00:00,EQT-012,5.308,68.97,3.141,0
2024-01-08 07:00:00,EQT-020,3.73,56.99,3.122,0
2024-01-08 08:00:00,EQT-020,3.592,68.35,3.111,0
2024-01-08 09:00:00,EQT-054,5.821,62.15,2.543,0
2024-01-08 10:00:00,EQT-050,3.235,64.7,3.368,0
2024-01-08 11:00:00,EQT-021,2.087,59.56,3.465,0
2024-01-08 12:00:00,EQT-021,4.677,67.59,3.123,0
2024-01-08 13:00:00,EQT-049,3.331,68.1,3.014,1
2024-01-08 14:00:00,EQT-017,4.881,68.71,2.909,0
2024-01-08 15:00:00,EQT-048,2.879,68.0,2.99,0
2024-01-08 16:00:00,EQT-049,3.68,60.93,2.551,0
2024-01-08 17:00:00,EQT-040,3.776,76.16,3.87,1
2024-01-08 18:00:00,EQT-045,2.7,62.94,3.338,0
2024-01-08 19:00:00,EQT-014,3.638,77.85,2.92,1
2024-01-08 20:00:00,EQT-034,5.667,71.74,2.857,1
2024-01-08 21:00:00,EQT-009,3.121,67.59,2.856,0
2024-01-08 22:00:00,EQT-004,4.515,63.82,2.999,0
2024-01-08 23:00:00,EQT-026,3.442,61.96,2.974,0
2024-01-09 00:00:00,EQT-018,4.049,71.14,2.888,0
2024-01-09 01:00:00,EQT-010,4.891,63.56,3.153,0
2024-01-09 02:00:00,EQT-032,3.892,56.36,3.88,0
2024-01-09 03:00:00,EQT-053,5.821,62.6,2.655,0
2024-01-09 04:00:00,EQT-015,2.347,75.32,2.535,0
2024-01-09 05:00:00,EQT-011,2.637,68.95,3.537,0
2024-01-09 06:00:00,EQT-053,3.849,58.1,2.878,0
2024-01-09 07:00:00,EQT-002,4.355,64.1,2.706,0
2024-01-09 08:00:00,EQT-036,5.436,80.8,3.422,1
2024-01-09 09:00:00,EQT-034,3.477,60.91,2.881,0
2024-01-09 10:00:00,EQT-029,3.985,61.84,3.227,0
2024-01-09 11:00:00,EQT-026,3.183,73.14,1.783,1
2024-01-09 12:00:00,EQT-002,4.944,67.42,3.509,0
2024-01-09 13:00:00,EQT-052,4.927,78.5,2.361,1
2024-01-09 14:00:00,EQT-005,4.203,58.79,2.681,0
2024-01-09 15:00:00,EQT-010,3.872,53.98,3.136,0
2024-01-09 16:00:00,EQT-053,4.172,58.82,2.149,0
2024-01-09 17:00:00,EQT-022,2.558,74.33,3.122,1
2024-01-09 18:00:00,EQT-028,2.059,53.63,2.634,0
2024-01-09 19:00:00,EQT-039,4.287,69.71,2.043,0
2024-01-09 20:00:00,EQT-034,4.618,76.02,3.981,1
2024-01-09 21:00:00,EQT-056,4.374,81.56,2.927,0
2024-01-09 22:00:00,EQT-057,3.734,65.99,2.943,0
2024-01-09 23:00:00,EQT-016,3.186,55.22,2.734,0
2024-01-10 00:00:00,EQT-046,4.857,65.11,3.483,1
2024-01-10 01:00:00,EQT-042,4.568,68.04,3.227,1
2024-01-10 02:00:00,EQT-015,3.671,54.7,3.013,0
2024-01-10 03:00:00,EQT-009,5.03,58.46,3.64,0
2024-01-10 04:00:00,EQT-049,5.653,67.03,3.05,1
2024-01-10 05:00:00,EQT-045,5.452,72.84,2.628,1
2024-01-10 06:00:00,EQT-023,3.498,72.99,3.727,1
2024-01-10 07:00:00,EQT-018,4.524,61.29,3.7,0
2024-01-10 08:00:00,EQT-042,4.538,63.23,3.098,0
2024-01-10 09:00:00,EQT-015,3.051,65.18,2.727,0
2024-01-10 10:00:00,EQT-028,6.464,59.74,2.226,0
2024-01-10 11:00:00,EQT-014,2.854,66.75,3.128,1
2024-01-10 12:00:00,EQT-038,4.839,61.74,3.289,0
2024-01-10 13:00:00,EQT-023,4.72,72.36,2.986,1
2024-01-10 14:00:00,EQT-040,5.077,71.75,3.649,1
2024-01-10 15:00:00,EQT-020,4.171,68.15,3.155,0
2024-01-10 16:00:00,EQT-038,2.844,74.02,3.425,0
2024-01-10 17:00:00,EQT-037,4.292,74.44,3.058,1
2024-01-10 18:00:00,EQT-028,4.1,63.92,2.685,0
2024-01-10 19:00:00,EQT-033,3.026,73.22,2.405,0
2024-01-10 20:00:00,EQT-011,5.322,67.98,3.581,0
2024-01-10 21:00:00,EQT-045,2.083,53.76,3.05,0
2024-01-10 22:00:00,EQT-044,4.473,65.92,3.138,0
2024-01-10 23:00:00,EQT-018,5.273,57.47,3.857,0
2024-01-11 00:00:00,EQT-026,3.748,53.77,2.958,0
2024-01-11 01:00:00,EQT-058,2.197,66.32,3.424,0
2024-01-11 02:00:00,EQT-008,3.542,62.31,3.045,0
2024-01-11 03:00:00,EQT-033,3.704,56.84,3.235,0
2024-01-11 04:00:00,EQT-032,3.804,61.24,3.004,0
2024-01-11 05:00:00,EQT-041,2.786,65.86,3.477,0
2024-01-11 06:00:00,EQT-027,6.195,57.26,4.224,0
2024-01-11 07:00:00,EQT-042,3.934,66.04,3.421,0
2024-01-11 08:00:00,EQT-007,3.816,76.81,2.466,0
2024-01-11 09:00:00,EQT-010,3.232,68.73,2.304,0
2024-01-11 10:00:00,EQT-032,4.769,62.2,2.763,0
2024-01-11 11:00:00,EQT-009,3.64,57.46,2.867,0
2024-01-11 12:00:00,EQT-002,3.107,58.18,3.065,0
2024-01-11 13:00:00,EQT-028,3.285,78.5,3.364,1
2024-01-11 14:00:00,EQT-043,3.816,61.27,2.498,0
2024-01-11 15:00:00,EQT-032,3.499,65.85,2.69,0
2024-01-11 16:00:00,EQT-053,4.878,62.55,3.743,0
2024-01-11 17:00:00,EQT-017,4.283,64.19,2.08,0
2024-01-11 18:00:00,EQT-027,4.815,59.71,3.246,0
2024-01-11 19:00:00,EQT-011,4.557,53.52,2.702,0
2024-01-11 20:00:00,EQT-016,4.429,64.35,2.843,0
2024-01-11 21:00:00,EQT-031,5.555,63.48,2.367,0
2024-01-11 22:00:00,EQT-037,2.476,67.99,2.667,0
2024-01-11 23:00:00,EQT-040,2.514,65.31,2.605,0
2024-01-12 00:00:00,EQT-016,3.239,61.23,3.036,0
2024-01-12 01:00:00,EQT-014,4.236,64.04,3.278,0
2024-01-12 02:00:00,EQT-025,3.521,66.28,3.08,0
2024-01-12 03:00:00,EQT-014,2.357,66.58,3.165,0
2024-01-12 04:00:00,EQT-014,5.636,57.56,3.133,0
2024-01-12 05:00:00,EQT-058,4.084,62.35,3.224,0
2024-01-12 06:00:00,EQT-021,4.438,66.72,3.432,1
2024-01-12 07:00:00,EQT-044,3.236,73.94,3.111,1
2024-01-12 08:00:00,EQT-020,3.624,62.41,3.469,0
2024-01-12 09:00:00,EQT-003,3.629,74.22,3.988,1
2024-01-12 10:00:00,EQT-003,4.516,63.92,3.527,0
2024-01-12 11:00:00,EQT-059,4.963,70.59,2.29,1
2024-01-12 12:00:00,EQT-022,4.321,60.62,2.93,0
2024-01-12 13:00:00,EQT-001,3.086,60.27,3.511,0
2024-01-12 14:00:00,EQT-023,4.223,67.36,3.225,0
2024-01-12 15:00:00,EQT-016,3.877,62.42,3.275,0
2024-01-12 16:00:00,EQT-041,3.5,50.98,3.282,0
2024-01-12 17:00:00,EQT-056,4.02,72.64,2.438,1
2024-01-12 18:00:00,EQT-054,2.227,59.96,3.109,0
2024-01-12 19:00:00,EQT-005,3.957,67.5,3.163,1
2024-01-12 20:00:00,EQT-001,0.763,64.93,3.657,0
2024-01-12 21:00:00,EQT-052,3.647,71.21,2.705,0
2024-01-12 22:00:00,EQT-011,4.705,78.03,3.406,1
2024-01-12 23:00:00,EQT-009,3.525,65.71,2.887,0
2024-01-13 00:00:00,EQT-057,4.12,73.78,2.742,1
2024-01-13 01:00:00,EQT-011,4.178,67.54,2.289,0
2024-01-13 02:00:00,EQT-052,3.505,58.79,2.666,0
2024-01-13 03:00:00,EQT-048,3.096,61.77,3.175,0
2024-01-13 04:00:00,EQT-013,2.463,66.06,2.451,0
2024-01-13 05:00:00,EQT-054,3.239,51.58,3.115,0
2024-01-13 06:00:00,EQT-038,4.664,60.73,3.09,0
2024-01-13 07:00:00,EQT-028,4.839,68.51,2.597,0
2024-01-13 08:00:00,EQT-030,3.638,62.77,3.265,0
2024-01-13 09:00:00,EQT-003,3.515,70.39,2.828,0
2024-01-13 10:00:00,EQT-053,3.392,76.28,3.376,1
2024-01-13 11:00:00,EQT-019,4.877,66.18,1.88,0
2024-01-13 12:00:00,EQT-017,3.384,56.81,3.285,0
2024-01-13 13:00:00,EQT-001,4.982,67.4,3.954,1
2024-01-13 14:00:00,EQT-016,3.651,63.3,2.954,0
2024-01-13 15:00:00,EQT-021,3.638,69.52,2.452,0
2024-01-13 16:00:00,EQT-003,3.368,56.61,1.912,0
2024-01-13 17:00:00,EQT-040,4.037,57.42,3.73,0
2024-01-13 18:00:00,EQT-009,2.7,70.61,2.852,0
2024-01-13 19:00:00,EQT-016,4.026,56.79,3.803,0
2024-01-13 20:00:00,EQT-029,3.364,58.65,3.511,0
2024-01-13 21:00:00,EQT-040,3.711,68.14,3.469,0
2024-01-13 22:00:00,EQT-012,1.914,63.21,2.815,0
2024-01-13 23:00:00,EQT-056,2.984,64.2,2.928,0
2024-01-14 00:00:00,EQT-032,3.779,71.13,2.859,1
2024-01-14 01:00:00,EQT-028,3.281,64.18,2.955,0
2024-01-14 02:00:00,EQT-045,2.12,68.47,3.627,0
2024-01-14 03:00:00,EQT-013,3.834,65.67,2.839,0
2024-01-14 04:00:00,EQT-017,2.322,59.0,3.296,0
2024-01-14 05:00:00,EQT-056,5.343,71.0,2.906,0
2024-01-14 06:00:00,EQT-043,5.153,61.44,2.905,0
2024-01-14 07:00:00,EQT-057,5.827,68.97,3.475,0
2024-01-14 08:00:00,EQT-038,3.885,65.63,3.504,0
2024-01-14 09:00:00,EQT-009,2.177,61.03,2.246,0
2024-01-14 10:00:00,EQT-046,5.816,68.97,3.541,1
2024-01-14 11:00:00,EQT-054,4.037,65.56,3.366,1
2024-01-14 12:00:00,EQT-008,5.395,64.23,2.903,0
2024-01-14 13:00:00,EQT-018,5.16,70.94,3.558,0
2024-01-14 14:00:00,EQT-047,4.488,66.11,2.811,0
2024-01-14 15:00:00,EQT-008,2.793,65.83,2.847,0
2024-01-14 16:00:00,EQT-059,3.519,65.15,3.114,0
2024-01-14 17:00:00,EQT-008,3.694,60.53,3.573,0
2024-01-14 18:00:00,EQT-002,3.952,57.84,3.076,0
2024-01-14 19:00:00,EQT-046,3.401,61.03,3.527,0
2024-01-14 20:00:00,EQT-001,4.186,59.81,2.716,0
2024-01-14 21:00:00,EQT-006,5.411,77.84,3.678,1
2024-01-14 22:00:00,EQT-041,5.916,60.98,3.332,0
2024-01-14 23:00:00,EQT-046,2.607,60.25,3.166,0
2024-01-15 00:00:00,EQT-054,4.364,65.52,3.699,1
2024-01-15 01:00:00,EQT-015,4.825,66.85,4.022,1
2024-01-15 02:00:00,EQT-049,4.432,75.88,2.486,1
2024-01-15 03:00:00,EQT-026,4.459,57.76,2.554,0
2024-01-15 04:00:00,EQT-047,3.389,59.75,2.165,0
2024-01-15 05:00:00,EQT-009,4.069,55.85,3.305,0
2024-01-15 06:00:00,EQT-044,3.826,65.66,3.025,0
2024-01-15 07:00:00,EQT-040,3.317,66.59,3.032,0
2024-01-15 08:00:00,EQT-025,3.841,70.74,3.068,0
2024-01-15 09:00:00,EQT-028,4.401,66.5,2.896,0
2024-01-15 10:00:00,EQT-011,3.792,57.6,3.357,0
2024-01-15 11:00:00,EQT-024,3.969,66.57,2.716,0
2024-01-15 12:00:00,EQT-037,3.436,69.38,2.5,0
2024-01-15 13:00:00,EQT-049,3.472,63.57,3.033,0
2024-01-15 14:00:00,EQT-036,3.132,62.28,2.801,0
2024-01-15 15:00:00,EQT-028,2.754,64.63,3.044,0
2024-01-15 16:00:00,EQT-044,3.76,60.81,3.57,0
2024-01-15 17:00:00,EQT-042,3.343,68.41,3.766,1
2024-01-15 18:00:00,EQT-057,2.916,65.0,2.73,0
2024-01-15 19:00:00,EQT-047,3.466,69.96,3.005,1
2024-01-15 20:00:00,EQT-005,4.539,64.91,2.274,0
2024-01-15 21:00:00,EQT-037,4.093,64.03,2.702,0
2024-01-15 22:00:00,EQT-043,1.937,66.29,3.601,0
2024-01-15 23:00:00,EQT-058,4.193,70.07,3.161,0
2024-01-16 00:00:00,EQT-046,2.438,64.98,3.377,0
2024-01-16 01:00:00,EQT-034,3.538,69.17,4.196,0
2024-01-16 02:00:00,EQT-003,4.595,64.38,3.231,0
2024-01-16 03:00:00,EQT-014,2.711,72.24,3.158,1
2024-01-16 04:00:00,EQT-046,4.931,61.42,3.315,0
2024-01-16 05:00:00,EQT-033,4.102,55.08,3.171,0
2024-01-16 06:00:00,EQT-042,5.536,61.63,3.103,0
2024-01-16 07:00:00,EQT-015,5.407,58.17,3.11,0
2024-01-16 08:00:00,EQT-048,4.288,64.77,2.414,0
2024-01-16 09:00:00,EQT-005,3.59,76.53,3.174,1
2024-01-16 10:00:00,EQT-059,5.103,62.59,3.339,0
2024-01-16 11:00:00,EQT-046,4.223,68.17,2.819,1
2024-01-16 12:00:00,EQT-042,4.996,58.14,2.464,0
2024-01-16 13:00:00,EQT-016,4.546,67.78,3.56,0
2024-01-16 14:00:00,EQT-048,4.489,65.08,3.616,0
2024-01-16 15:00:00,EQT-019,3.348,63.34,3.494,0
2024-01-16 16:00:00,EQT-051,4.863,74.77,3.224,1
2024-01-16 17:00:00,EQT-060,3.012,70.62,2.78,0
2024-01-16 18:00:00,EQT-052,5.172,65.72,3.42,0
2024-01-16 19:00:00,EQT-025,3.287,54.2,3.395,0
2024-01-16 20:00:00,EQT-055,4.206,58.58,2.506,0
2024-01-16 21:00:00,EQT-027,5.846,62.31,3.294,0
2024-01-16 22:00:00,EQT-050,4.201,58.14,2.685,0
2024-01-16 23:00:00,EQT-056,3.415,72.42,3.504,0
2024-01-17 00:00:00,EQT-024,4.568,60.63,3.334,0
2024-01-17 01:00:00,EQT-048,4.301,47.47,3.42,0
2024-01-17 02:00:00,EQT-059,5.173,47.54,3.233,0
2024-01-17 03:00:00,EQT-052,3.246,66.68,3.763,0
2024-01-17 04:00:00,EQT-013,4.491,78.53,2.647,1
2024-01-17 05:00:00,EQT-029,5.609,67.62,3.034,0
2024-01-17 06:00:00,EQT-027,3.909,61.91,2.83,0
2024-01-17 07:00:00,EQT-013,6.027,67.9,3.29,1
2024-01-17 08:00:00,EQT-014,4.82,70.46,2.49,0
2024-01-17 09:00:00,EQT-004,4.332,76.44,3.189,1
2024-01-17 10:00:00,EQT-042,3.578,65.72,3.477,0
2024-01-17 11:00:00,EQT-005,3.561,68.05,3.104,0
2024-01-17 12:00:00,EQT-008,4.643,67.5,3.923,1
2024-01-17 13:00:00,EQT-009,4.478,62.88,2.71,0
2024-01-17 14:00:00,EQT-032,4.096,64.97,3.448,0
2024-01-17 15:00:00,EQT-017,5.512,63.2,3.07,0
2024-01-17 16:00:00,EQT-028,3.531,60.19,3.311,0
2024-01-17 17:00:00,EQT-047,4.818,69.43,2.532,0
2024-01-17 18:00:00,EQT-022,1.831,73.36,2.602,0
2024-01-17 19:00:00,EQT-014,4.891,66.52,3.503,0
2024-01-17 20:00:00,EQT-005,2.273,56.95,2.796,0
2024-01-17 21:00:00,EQT-026,4.048,66.83,3.946,0
2024-01-17 22:00:00,EQT-050,4.273,64.27,2.763,0
2024-01-17 23:00:00,EQT-028,4.387,73.56,2.922,0
2024-01-18 00:00:00,EQT-017,4.35,76.84,2.091,0
2024-01-18 01:00:00,EQT-019,4.305,60.57,2.933,0
2024-01-18 02:00:00,EQT-002,5.639,62.83,3.295,0
2024-01-18 03:00:00,EQT-011,5.609,66.35,3.496,0
2024-01-18 04:00:00,EQT-007,5.145,50.54,2.929,0
2024-01-18 05:00:00,EQT-017,1.777,57.32,2.562,0
2024-01-18 06:00:00,EQT-057,3.295,68.11,2.644,0
2024-01-18 07:00:00,EQT-052,5.79,58.41,2.672,0
2024-01-18 08:00:00,EQT-046,1.602,69.01,2.805,0
2024-01-18 09:00:00,EQT-060,3.615,70.45,2.735,0
2024-01-18 10:00:00,EQT-019,3.718,59.52,3.282,0
2024-01-18 11:00:00,EQT-023,6.055,84.15,2.668,0
2024-01-18 12:00:00,EQT-003,3.462,60.4,2.764,0
2024-01-18 13:00:00,EQT-028,3.989,66.31,2.821,0
